lead_id,connector_id,region,segment,product,lead_date,approved,disbursed,tat_days,disbursal_amount
LD11351,CN1016,Hyderabad,Aggregator,Home Loan,2026-02-05,False,False,,0.0
LD11352,CN1020,Chennai,Direct Sales,Home Loan,2026-05-19,True,True,20.0,2184000.0
LD11353,CN1043,Bangalore,Direct Sales,Home Loan,2026-02-27,True,False,18.0,0.0
LD11354,CN1050,Hyderabad,Digital Partner,Business Loan,2026-03-12,True,True,16.0,1241000.0
LD11355,CN1019,Pune,DSA,Personal Loan,2026-05-01,False,False,,0.0
LD11356,CN1043,Bangalore,Direct Sales,LAP,2026-04-26,True,True,24.0,2032000.0
LD11357,CN1034,Hyderabad,Direct Sales,Personal Loan,2026-02-18,False,False,,0.0
LD11358,CN1033,Pune,Aggregator,Business Loan,2026-01-23,True,False,11.0,0.0
LD11359,CN1057,Pune,DSA,Personal Loan,2026-01-28,True,True,6.0,1266000.0
LD11360,CN1051,Delhi NCR,DSA,Home Loan,2026-05-14,False,False,,0.0
LD11361,CN1016,Hyderabad,Aggregator,Personal Loan,2026-03-17,True,True,6.0,1211000.0
LD11362,CN1002,Bangalore,DSA,Business Loan,2026-04-24,False,False,,0.0
LD11363,CN1037,Bangalore,Aggregator,Personal Loan,2026-03-16,True,True,9.0,2096000.0
LD11364,CN1001,Chennai,Digital Partner,LAP,2026-04-16,False,False,,0.0
LD11365,CN1033,Pune,Aggregator,LAP,2026-05-05,False,False,,0.0
LD11366,CN1043,Bangalore,Direct Sales,Business Loan,2026-04-28,True,True,11.0,471000.0
LD11367,CN1018,Delhi NCR,Aggregator,LAP,2026-02-28,True,False,3.0,0.0
LD11368,CN1047,Pune,DSA,Home Loan,2026-04-01,True,False,21.0,0.0
LD11369,CN1007,Bangalore,DSA,Home Loan,2026-05-18,True,False,24.0,0.0
LD11370,CN1004,Chennai,Direct Sales,Home Loan,2026-02-11,True,True,12.0,1458000.0
LD11371,CN1049,Pune,Digital Partner,Business Loan,2026-03-08,True,True,24.0,135000.0
LD11372,CN1057,Pune,DSA,LAP,2026-03-30,True,True,7.0,1357000.0
LD11373,CN1044,Chennai,DSA,Personal Loan,2026-01-07,False,False,,0.0
LD11374,CN1000,Pune,Direct Sales,Business Loan,2026-02-07,False,False,,0.0
LD11375,CN1026,Pune,Aggregator,LAP,2026-02-09,True,True,18.0,862000.0
LD11376,CN1011,Bangalore,Digital Partner,LAP,2026-05-02,False,False,,0.0
LD11377,CN1007,Bangalore,DSA,Home Loan,2026-05-25,False,False,,0.0
LD11378,CN1020,Chennai,Direct Sales,Business Loan,2026-03-28,False,False,,0.0
LD11379,CN1025,Chennai,Aggregator,Business Loan,2026-01-11,True,True,11.0,111000.0
LD11380,CN1022,Pune,Aggregator,Home Loan,2026-04-25,True,True,21.0,1621000.0
LD11381,CN1056,Delhi NCR,DSA,Home Loan,2026-03-13,True,True,16.0,1709000.0
LD11382,CN1041,Bangalore,DSA,Personal Loan,2026-05-12,True,True,21.0,1532000.0
LD11383,CN1021,Mumbai,Aggregator,Personal Loan,2026-04-03,True,True,15.0,956000.0
LD11384,CN1002,Bangalore,DSA,LAP,2026-01-04,True,True,16.0,2192000.0
LD11385,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-02-25,False,False,,0.0
LD11386,CN1017,Hyderabad,Digital Partner,Business Loan,2026-04-17,False,False,,0.0
LD11387,CN1016,Hyderabad,Aggregator,LAP,2026-02-11,False,False,,0.0
LD11388,CN1002,Bangalore,DSA,Business Loan,2026-04-17,True,True,4.0,402000.0
LD11389,CN1050,Hyderabad,Digital Partner,LAP,2026-05-02,False,False,,0.0
LD11390,CN1028,Mumbai,Aggregator,LAP,2026-01-17,False,False,,0.0
LD11391,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-01-23,True,True,10.0,1066000.0
LD11392,CN1019,Pune,DSA,Business Loan,2026-05-26,False,False,,0.0
LD11393,CN1043,Bangalore,Direct Sales,Home Loan,2026-02-21,True,True,19.0,1252000.0
LD11394,CN1024,Hyderabad,Aggregator,LAP,2026-05-30,True,True,16.0,600000.0
LD11395,CN1006,Bangalore,Aggregator,Personal Loan,2026-02-09,True,False,22.0,0.0
LD11396,CN1057,Pune,DSA,Business Loan,2026-02-01,False,False,,0.0
LD11397,CN1012,Hyderabad,Aggregator,LAP,2026-04-17,True,False,22.0,0.0
LD11398,CN1020,Chennai,Direct Sales,Home Loan,2026-01-08,True,True,4.0,1517000.0
LD11399,CN1027,Mumbai,Digital Partner,LAP,2026-05-29,True,True,10.0,1589000.0
LD11400,CN1015,Pune,Aggregator,Business Loan,2026-01-31,True,True,2.0,2121000.0
LD11401,CN1004,Chennai,Direct Sales,Home Loan,2026-05-29,True,True,24.0,382000.0
LD11402,CN1044,Chennai,DSA,Home Loan,2026-01-14,True,True,13.0,169000.0
LD11403,CN1057,Pune,DSA,LAP,2026-05-16,True,True,8.0,1928000.0
LD11404,CN1006,Bangalore,Aggregator,Home Loan,2026-01-25,False,False,,0.0
LD11405,CN1000,Pune,Direct Sales,Home Loan,2026-05-20,True,True,23.0,2010000.0
LD11406,CN1012,Hyderabad,Aggregator,LAP,2026-04-03,True,True,6.0,82000.0
LD11407,CN1008,Bangalore,Digital Partner,LAP,2026-04-06,False,False,,0.0
LD11408,CN1037,Bangalore,Aggregator,Business Loan,2026-03-29,False,False,,0.0
LD11409,CN1018,Delhi NCR,Aggregator,Home Loan,2026-01-27,True,True,8.0,1998000.0
LD11410,CN1017,Hyderabad,Digital Partner,Personal Loan,2026-04-17,True,True,6.0,2312000.0
LD11411,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-03-31,True,True,16.0,2230000.0
LD11412,CN1020,Chennai,Direct Sales,LAP,2026-02-14,False,False,,0.0
LD11413,CN1021,Mumbai,Aggregator,Personal Loan,2026-01-31,True,False,6.0,0.0
LD11414,CN1041,Bangalore,DSA,Home Loan,2026-03-20,True,True,4.0,1091000.0
LD11415,CN1012,Hyderabad,Aggregator,Personal Loan,2026-01-20,True,True,15.0,154000.0
LD11416,CN1053,Mumbai,DSA,Personal Loan,2026-01-09,False,False,,0.0
LD11417,CN1058,Pune,Direct Sales,Personal Loan,2026-05-01,True,True,4.0,789000.0
LD11418,CN1016,Hyderabad,Aggregator,Personal Loan,2026-01-25,False,False,,0.0
LD11419,CN1052,Delhi NCR,DSA,Home Loan,2026-05-31,False,False,,0.0
LD11420,CN1052,Delhi NCR,DSA,Home Loan,2026-03-31,True,True,25.0,2358000.0
LD11421,CN1046,Delhi NCR,Aggregator,LAP,2026-04-01,True,True,25.0,1552000.0
LD11422,CN1043,Bangalore,Direct Sales,Personal Loan,2026-01-26,False,False,,0.0
LD11423,CN1052,Delhi NCR,DSA,Personal Loan,2026-05-16,True,True,11.0,471000.0
LD11424,CN1056,Delhi NCR,DSA,Personal Loan,2026-01-26,False,False,,0.0
LD11425,CN1036,Hyderabad,DSA,Business Loan,2026-04-04,False,False,,0.0
LD11426,CN1053,Mumbai,DSA,Home Loan,2026-04-23,False,False,,0.0
LD11427,CN1016,Hyderabad,Aggregator,Personal Loan,2026-02-16,False,False,,0.0
LD11428,CN1015,Pune,Aggregator,Business Loan,2026-04-19,True,True,5.0,1915000.0
LD11429,CN1015,Pune,Aggregator,LAP,2026-02-01,True,True,17.0,1918000.0
LD11430,CN1009,Chennai,Aggregator,LAP,2026-05-23,False,False,,0.0
LD11431,CN1038,Pune,Digital Partner,Personal Loan,2026-03-25,True,True,16.0,1521000.0
LD11432,CN1041,Bangalore,DSA,LAP,2026-04-24,True,True,15.0,513000.0
LD11433,CN1054,Delhi NCR,Direct Sales,Personal Loan,2026-05-02,False,False,,0.0
LD11434,CN1031,Delhi NCR,Direct Sales,LAP,2026-02-15,True,True,23.0,308000.0
LD11435,CN1012,Hyderabad,Aggregator,Business Loan,2026-05-14,False,False,,0.0
LD11436,CN1003,Chennai,Digital Partner,Personal Loan,2026-01-31,True,True,20.0,2445000.0
LD11437,CN1005,Delhi NCR,Direct Sales,Home Loan,2026-01-17,True,True,8.0,1508000.0
LD11438,CN1012,Hyderabad,Aggregator,Business Loan,2026-02-01,True,True,17.0,732000.0
LD11439,CN1018,Delhi NCR,Aggregator,LAP,2026-04-13,True,True,14.0,2469000.0
LD11440,CN1057,Pune,DSA,LAP,2026-02-07,False,False,,0.0
LD11441,CN1018,Delhi NCR,Aggregator,Personal Loan,2026-02-01,True,True,22.0,2359000.0
LD11442,CN1024,Hyderabad,Aggregator,Personal Loan,2026-01-26,False,False,,0.0
LD11443,CN1005,Delhi NCR,Direct Sales,Personal Loan,2026-05-08,False,False,,0.0
LD11444,CN1046,Delhi NCR,Aggregator,Home Loan,2026-04-08,False,False,,0.0
LD11445,CN1018,Delhi NCR,Aggregator,LAP,2026-02-09,True,True,4.0,1670000.0
LD11446,CN1056,Delhi NCR,DSA,Business Loan,2026-04-30,True,True,17.0,1287000.0
LD11447,CN1022,Pune,Aggregator,LAP,2026-05-19,False,False,,0.0
LD11448,CN1010,Pune,Digital Partner,Personal Loan,2026-04-21,False,False,,0.0
LD11449,CN1051,Delhi NCR,DSA,Personal Loan,2026-04-09,True,False,16.0,0.0
LD11450,CN1038,Pune,Digital Partner,Business Loan,2026-01-10,True,True,11.0,2218000.0
LD11451,CN1002,Bangalore,DSA,Home Loan,2026-05-06,True,True,14.0,1244000.0
LD11452,CN1054,Delhi NCR,Direct Sales,Personal Loan,2026-05-26,False,False,,0.0
LD11453,CN1019,Pune,DSA,Business Loan,2026-05-02,True,True,3.0,1009000.0
LD11454,CN1039,Pune,DSA,Business Loan,2026-04-07,True,True,11.0,835000.0
LD11455,CN1048,Mumbai,Digital Partner,Personal Loan,2026-01-12,True,True,25.0,1481000.0
LD11456,CN1017,Hyderabad,Digital Partner,LAP,2026-04-08,True,True,13.0,1059000.0
LD11457,CN1051,Delhi NCR,DSA,Personal Loan,2026-03-04,True,True,20.0,258000.0
LD11458,CN1009,Chennai,Aggregator,Personal Loan,2026-03-20,True,True,19.0,849000.0
LD11459,CN1034,Hyderabad,Direct Sales,Business Loan,2026-04-19,True,False,10.0,0.0
LD11460,CN1000,Pune,Direct Sales,Personal Loan,2026-05-01,True,False,14.0,0.0
LD11461,CN1011,Bangalore,Digital Partner,Business Loan,2026-03-24,True,True,5.0,1743000.0
LD11462,CN1056,Delhi NCR,DSA,Home Loan,2026-03-28,True,True,23.0,882000.0
LD11463,CN1009,Chennai,Aggregator,LAP,2026-04-04,False,False,,0.0
LD11464,CN1031,Delhi NCR,Direct Sales,Home Loan,2026-05-08,True,False,4.0,0.0
LD11465,CN1007,Bangalore,DSA,Home Loan,2026-03-15,True,True,20.0,1035000.0
LD11466,CN1058,Pune,Direct Sales,Home Loan,2026-01-24,False,False,,0.0
LD11467,CN1020,Chennai,Direct Sales,Personal Loan,2026-03-28,True,True,18.0,1214000.0
LD11468,CN1053,Mumbai,DSA,Home Loan,2026-03-30,False,False,,0.0
LD11469,CN1021,Mumbai,Aggregator,LAP,2026-05-10,False,False,,0.0
LD11470,CN1032,Pune,Digital Partner,Business Loan,2026-05-19,True,True,10.0,1581000.0
LD11471,CN1017,Hyderabad,Digital Partner,Business Loan,2026-05-21,True,True,24.0,1315000.0
LD11472,CN1048,Mumbai,Digital Partner,Home Loan,2026-05-28,True,True,25.0,2348000.0
LD11473,CN1021,Mumbai,Aggregator,LAP,2026-05-17,False,False,,0.0
LD11474,CN1026,Pune,Aggregator,Business Loan,2026-05-25,False,False,,0.0
LD11475,CN1014,Delhi NCR,Aggregator,Personal Loan,2026-05-14,True,True,9.0,419000.0
LD11476,CN1042,Chennai,Aggregator,LAP,2026-04-22,False,False,,0.0
LD11477,CN1039,Pune,DSA,Personal Loan,2026-02-22,False,False,,0.0
LD11478,CN1044,Chennai,DSA,LAP,2026-03-15,False,False,,0.0
LD11479,CN1021,Mumbai,Aggregator,LAP,2026-03-02,True,True,8.0,118000.0
LD11480,CN1039,Pune,DSA,LAP,2026-04-29,True,False,15.0,0.0
LD11481,CN1032,Pune,Digital Partner,Personal Loan,2026-02-21,True,True,10.0,1985000.0
LD11482,CN1048,Mumbai,Digital Partner,LAP,2026-05-21,True,False,25.0,0.0
LD11483,CN1024,Hyderabad,Aggregator,Business Loan,2026-01-06,True,False,12.0,0.0
LD11484,CN1023,Delhi NCR,Digital Partner,LAP,2026-01-17,False,False,,0.0
LD11485,CN1043,Bangalore,Direct Sales,Business Loan,2026-04-04,False,False,,0.0
LD11486,CN1009,Chennai,Aggregator,Personal Loan,2026-04-12,False,False,,0.0
LD11487,CN1049,Pune,Digital Partner,Home Loan,2026-03-02,True,True,5.0,1329000.0
LD11488,CN1058,Pune,Direct Sales,LAP,2026-05-08,False,False,,0.0
LD11489,CN1021,Mumbai,Aggregator,Home Loan,2026-02-01,False,False,,0.0
LD11490,CN1032,Pune,Digital Partner,LAP,2026-03-26,False,False,,0.0
LD11491,CN1042,Chennai,Aggregator,Business Loan,2026-03-02,False,False,,0.0
LD11492,CN1027,Mumbai,Digital Partner,Home Loan,2026-02-06,True,True,10.0,1127000.0
LD11493,CN1040,Mumbai,Digital Partner,LAP,2026-05-31,True,True,24.0,2374000.0
LD11494,CN1008,Bangalore,Digital Partner,LAP,2026-05-20,True,True,10.0,2205000.0
LD11495,CN1023,Delhi NCR,Digital Partner,Home Loan,2026-04-03,True,True,11.0,102000.0
LD11496,CN1000,Pune,Direct Sales,Personal Loan,2026-01-14,False,False,,0.0
LD11497,CN1038,Pune,Digital Partner,Home Loan,2026-03-06,True,True,24.0,939000.0
LD11498,CN1005,Delhi NCR,Direct Sales,Personal Loan,2026-05-17,False,False,,0.0
LD11499,CN1008,Bangalore,Digital Partner,Business Loan,2026-04-10,True,False,10.0,0.0
LD11500,CN1042,Chennai,Aggregator,LAP,2026-01-24,False,False,,0.0
LD11501,CN1047,Pune,DSA,Home Loan,2026-03-18,True,False,16.0,0.0
LD11502,CN1041,Bangalore,DSA,LAP,2026-04-15,False,False,,0.0
LD11503,CN1051,Delhi NCR,DSA,LAP,2026-01-21,False,False,,0.0
LD11504,CN1003,Chennai,Digital Partner,Business Loan,2026-05-01,False,False,,0.0
LD11505,CN1054,Delhi NCR,Direct Sales,LAP,2026-04-19,False,False,,0.0
LD11506,CN1007,Bangalore,DSA,Personal Loan,2026-02-11,False,False,,0.0
LD11507,CN1016,Hyderabad,Aggregator,Personal Loan,2026-04-01,True,True,19.0,1858000.0
LD11508,CN1052,Delhi NCR,DSA,Business Loan,2026-01-08,False,False,,0.0
LD11509,CN1007,Bangalore,DSA,Home Loan,2026-04-24,False,False,,0.0
LD11510,CN1026,Pune,Aggregator,Home Loan,2026-01-01,True,True,12.0,1461000.0
LD11511,CN1002,Bangalore,DSA,Personal Loan,2026-02-10,True,True,22.0,1920000.0
LD11512,CN1052,Delhi NCR,DSA,Business Loan,2026-03-23,True,False,6.0,0.0
LD11513,CN1021,Mumbai,Aggregator,LAP,2026-02-14,False,False,,0.0
LD11514,CN1030,Bangalore,Digital Partner,LAP,2026-03-14,True,True,7.0,1014000.0
LD11515,CN1029,Bangalore,Direct Sales,Business Loan,2026-05-27,True,False,19.0,0.0
LD11516,CN1010,Pune,Digital Partner,Home Loan,2026-01-23,False,False,,0.0
LD11517,CN1020,Chennai,Direct Sales,Home Loan,2026-03-09,False,False,,0.0
LD11518,CN1032,Pune,Digital Partner,Home Loan,2026-01-13,True,True,10.0,416000.0
LD11519,CN1041,Bangalore,DSA,LAP,2026-02-13,False,False,,0.0
LD11520,CN1053,Mumbai,DSA,Personal Loan,2026-01-04,False,False,,0.0
LD11521,CN1010,Pune,Digital Partner,Business Loan,2026-04-27,False,False,,0.0
LD11522,CN1048,Mumbai,Digital Partner,Business Loan,2026-01-31,True,True,10.0,756000.0
LD11523,CN1037,Bangalore,Aggregator,Business Loan,2026-04-08,True,False,21.0,0.0
LD11524,CN1027,Mumbai,Digital Partner,Home Loan,2026-03-14,False,False,,0.0
LD11525,CN1045,Mumbai,Digital Partner,Home Loan,2026-04-18,True,True,2.0,761000.0
LD11526,CN1015,Pune,Aggregator,LAP,2026-03-02,False,False,,0.0
LD11527,CN1058,Pune,Direct Sales,Home Loan,2026-04-05,True,True,4.0,75000.0
LD11528,CN1000,Pune,Direct Sales,Home Loan,2026-03-24,False,False,,0.0
LD11529,CN1002,Bangalore,DSA,Business Loan,2026-02-24,False,False,,0.0
LD11530,CN1002,Bangalore,DSA,Business Loan,2026-03-07,True,True,3.0,866000.0
LD11531,CN1045,Mumbai,Digital Partner,Home Loan,2026-05-01,False,False,,0.0
LD11532,CN1011,Bangalore,Digital Partner,Personal Loan,2026-01-02,True,True,11.0,2445000.0
LD11533,CN1018,Delhi NCR,Aggregator,LAP,2026-02-03,False,False,,0.0
LD11534,CN1048,Mumbai,Digital Partner,Personal Loan,2026-05-29,True,True,17.0,2329000.0
LD11535,CN1038,Pune,Digital Partner,Business Loan,2026-02-03,True,True,15.0,397000.0
LD11536,CN1057,Pune,DSA,Personal Loan,2026-03-22,True,True,10.0,1882000.0
LD11537,CN1013,Chennai,Aggregator,Business Loan,2026-03-14,False,False,,0.0
LD11538,CN1050,Hyderabad,Digital Partner,LAP,2026-03-09,True,True,7.0,823000.0
LD11539,CN1042,Chennai,Aggregator,Business Loan,2026-02-08,False,False,,0.0
LD11540,CN1007,Bangalore,DSA,Business Loan,2026-01-14,True,True,7.0,138000.0
LD11541,CN1028,Mumbai,Aggregator,LAP,2026-02-11,False,False,,0.0
LD11542,CN1047,Pune,DSA,Business Loan,2026-01-30,False,False,,0.0
LD11543,CN1007,Bangalore,DSA,Business Loan,2026-01-11,True,False,19.0,0.0
LD11544,CN1008,Bangalore,Digital Partner,Business Loan,2026-04-28,True,True,6.0,353000.0
LD11545,CN1006,Bangalore,Aggregator,Personal Loan,2026-02-22,False,False,,0.0
LD11546,CN1051,Delhi NCR,DSA,Home Loan,2026-02-13,False,False,,0.0
LD11547,CN1035,Hyderabad,Digital Partner,LAP,2026-05-25,False,False,,0.0
LD11548,CN1044,Chennai,DSA,Home Loan,2026-05-30,False,False,,0.0
LD11549,CN1003,Chennai,Digital Partner,Personal Loan,2026-05-15,False,False,,0.0
LD11550,CN1006,Bangalore,Aggregator,Home Loan,2026-04-17,False,False,,0.0
LD11551,CN1009,Chennai,Aggregator,Home Loan,2026-05-08,False,False,,0.0
LD11552,CN1055,Chennai,DSA,LAP,2026-01-07,True,False,5.0,0.0
LD11553,CN1055,Chennai,DSA,Business Loan,2026-04-06,False,False,,0.0
LD11554,CN1034,Hyderabad,Direct Sales,Personal Loan,2026-03-24,True,True,24.0,1666000.0
LD11555,CN1031,Delhi NCR,Direct Sales,Business Loan,2026-03-10,True,True,3.0,1658000.0
LD11556,CN1036,Hyderabad,DSA,Business Loan,2026-03-25,False,False,,0.0
LD11557,CN1000,Pune,Direct Sales,Home Loan,2026-02-24,False,False,,0.0
LD11558,CN1057,Pune,DSA,LAP,2026-03-24,False,False,,0.0
LD11559,CN1013,Chennai,Aggregator,Personal Loan,2026-05-21,False,False,,0.0
LD11560,CN1025,Chennai,Aggregator,Business Loan,2026-01-24,False,False,,0.0
LD11561,CN1004,Chennai,Direct Sales,Home Loan,2026-03-03,False,False,,0.0
LD11562,CN1040,Mumbai,Digital Partner,Business Loan,2026-01-23,True,True,14.0,1960000.0
LD11563,CN1058,Pune,Direct Sales,LAP,2026-02-09,True,True,15.0,1853000.0
LD11564,CN1019,Pune,DSA,LAP,2026-02-03,True,True,13.0,1306000.0
LD11565,CN1050,Hyderabad,Digital Partner,Business Loan,2026-04-25,False,False,,0.0
LD11566,CN1027,Mumbai,Digital Partner,Business Loan,2026-03-10,True,True,15.0,2037000.0
LD11567,CN1005,Delhi NCR,Direct Sales,Home Loan,2026-04-22,True,True,18.0,887000.0
LD11568,CN1047,Pune,DSA,Business Loan,2026-02-27,True,True,17.0,1342000.0
LD11569,CN1045,Mumbai,Digital Partner,Personal Loan,2026-03-16,True,True,17.0,786000.0
LD11570,CN1044,Chennai,DSA,Home Loan,2026-03-18,False,False,,0.0
LD11571,CN1057,Pune,DSA,Business Loan,2026-03-17,True,True,3.0,1308000.0
LD11572,CN1049,Pune,Digital Partner,Business Loan,2026-04-16,True,True,20.0,2041000.0
LD11573,CN1020,Chennai,Direct Sales,LAP,2026-03-07,False,False,,0.0
LD11574,CN1031,Delhi NCR,Direct Sales,Personal Loan,2026-01-30,False,False,,0.0
LD11575,CN1042,Chennai,Aggregator,Business Loan,2026-02-15,False,False,,0.0
LD11576,CN1050,Hyderabad,Digital Partner,Business Loan,2026-01-12,True,False,11.0,0.0
LD11577,CN1032,Pune,Digital Partner,LAP,2026-05-31,False,False,,0.0
LD11578,CN1006,Bangalore,Aggregator,Business Loan,2026-03-09,True,False,7.0,0.0
LD11579,CN1036,Hyderabad,DSA,Home Loan,2026-02-17,True,False,10.0,0.0
LD11580,CN1024,Hyderabad,Aggregator,Personal Loan,2026-04-22,False,False,,0.0
LD11581,CN1051,Delhi NCR,DSA,Personal Loan,2026-04-12,True,True,17.0,1177000.0
LD11582,CN1006,Bangalore,Aggregator,Business Loan,2026-05-05,True,True,21.0,934000.0
LD11583,CN1023,Delhi NCR,Digital Partner,Business Loan,2026-03-19,True,True,8.0,324000.0
LD11584,CN1037,Bangalore,Aggregator,Personal Loan,2026-02-18,False,False,,0.0
LD11585,CN1005,Delhi NCR,Direct Sales,Home Loan,2026-05-04,True,True,15.0,2113000.0
LD11586,CN1013,Chennai,Aggregator,Home Loan,2026-01-23,False,False,,0.0
LD11587,CN1034,Hyderabad,Direct Sales,Business Loan,2026-02-07,True,True,7.0,2261000.0
LD11588,CN1037,Bangalore,Aggregator,Business Loan,2026-05-05,True,False,20.0,0.0
LD11589,CN1047,Pune,DSA,Home Loan,2026-02-21,True,True,14.0,175000.0
LD11590,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-01-27,True,True,15.0,2129000.0
LD11591,CN1026,Pune,Aggregator,LAP,2026-01-10,True,True,20.0,1825000.0
LD11592,CN1018,Delhi NCR,Aggregator,Business Loan,2026-03-01,False,False,,0.0
LD11593,CN1055,Chennai,DSA,Personal Loan,2026-04-19,False,False,,0.0
LD11594,CN1006,Bangalore,Aggregator,Personal Loan,2026-03-10,False,False,,0.0
LD11595,CN1021,Mumbai,Aggregator,Business Loan,2026-05-02,True,True,22.0,900000.0
LD11596,CN1044,Chennai,DSA,Business Loan,2026-01-06,True,True,17.0,892000.0
LD11597,CN1021,Mumbai,Aggregator,Home Loan,2026-05-10,True,False,12.0,0.0
LD11598,CN1029,Bangalore,Direct Sales,Business Loan,2026-02-03,False,False,,0.0
LD11599,CN1050,Hyderabad,Digital Partner,Business Loan,2026-04-17,False,False,,0.0
LD11600,CN1039,Pune,DSA,LAP,2026-05-01,False,False,,0.0
LD11601,CN1040,Mumbai,Digital Partner,Home Loan,2026-02-23,True,True,23.0,1233000.0
LD11602,CN1000,Pune,Direct Sales,Home Loan,2026-02-21,True,True,15.0,2360000.0
LD11603,CN1029,Bangalore,Direct Sales,Business Loan,2026-03-19,True,True,2.0,929000.0
LD11604,CN1031,Delhi NCR,Direct Sales,LAP,2026-04-02,False,False,,0.0
LD11605,CN1025,Chennai,Aggregator,Home Loan,2026-05-09,True,True,15.0,329000.0
LD11606,CN1005,Delhi NCR,Direct Sales,Home Loan,2026-01-31,True,True,12.0,1973000.0
LD11607,CN1043,Bangalore,Direct Sales,Personal Loan,2026-05-23,True,True,24.0,2191000.0
LD11608,CN1021,Mumbai,Aggregator,Personal Loan,2026-01-13,False,False,,0.0
LD11609,CN1029,Bangalore,Direct Sales,Business Loan,2026-04-28,False,False,,0.0
LD11610,CN1023,Delhi NCR,Digital Partner,Personal Loan,2026-01-28,False,False,,0.0
LD11611,CN1027,Mumbai,Digital Partner,Personal Loan,2026-05-24,True,True,22.0,339000.0
LD11612,CN1029,Bangalore,Direct Sales,Home Loan,2026-04-03,True,True,16.0,1917000.0
LD11613,CN1011,Bangalore,Digital Partner,Business Loan,2026-01-26,True,True,6.0,351000.0
LD11614,CN1032,Pune,Digital Partner,Home Loan,2026-04-23,False,False,,0.0
LD11615,CN1043,Bangalore,Direct Sales,Personal Loan,2026-03-04,False,False,,0.0
LD11616,CN1005,Delhi NCR,Direct Sales,Business Loan,2026-03-29,True,True,10.0,962000.0
LD11617,CN1033,Pune,Aggregator,Business Loan,2026-04-03,False,False,,0.0
LD11618,CN1042,Chennai,Aggregator,Home Loan,2026-02-08,False,False,,0.0
LD11619,CN1026,Pune,Aggregator,Business Loan,2026-02-28,True,True,15.0,2250000.0
LD11620,CN1034,Hyderabad,Direct Sales,LAP,2026-01-08,True,True,24.0,2025000.0
LD11621,CN1051,Delhi NCR,DSA,Personal Loan,2026-01-22,True,True,7.0,1113000.0
LD11622,CN1050,Hyderabad,Digital Partner,Business Loan,2026-01-10,False,False,,0.0
LD11623,CN1010,Pune,Digital Partner,Home Loan,2026-05-28,True,True,24.0,2008000.0
LD11624,CN1027,Mumbai,Digital Partner,LAP,2026-04-18,True,True,19.0,2190000.0
LD11625,CN1031,Delhi NCR,Direct Sales,LAP,2026-03-30,True,True,18.0,1545000.0
LD11626,CN1011,Bangalore,Digital Partner,Home Loan,2026-04-14,True,True,19.0,1580000.0
LD11627,CN1035,Hyderabad,Digital Partner,Business Loan,2026-03-30,False,False,,0.0
LD11628,CN1038,Pune,Digital Partner,Business Loan,2026-02-20,False,False,,0.0
LD11629,CN1059,Pune,DSA,Personal Loan,2026-01-10,True,True,25.0,1863000.0
LD11630,CN1006,Bangalore,Aggregator,Home Loan,2026-05-14,False,False,,0.0
LD11631,CN1045,Mumbai,Digital Partner,LAP,2026-02-24,True,True,18.0,885000.0
LD11632,CN1058,Pune,Direct Sales,Home Loan,2026-01-06,True,True,20.0,684000.0
LD11633,CN1050,Hyderabad,Digital Partner,LAP,2026-04-19,False,False,,0.0
LD11634,CN1040,Mumbai,Digital Partner,Personal Loan,2026-01-16,False,False,,0.0
LD11635,CN1054,Delhi NCR,Direct Sales,LAP,2026-05-10,True,True,22.0,2356000.0
LD11636,CN1033,Pune,Aggregator,Business Loan,2026-03-18,False,False,,0.0
LD11637,CN1021,Mumbai,Aggregator,Personal Loan,2026-04-27,True,True,25.0,2473000.0
LD11638,CN1041,Bangalore,DSA,Home Loan,2026-03-31,True,True,24.0,1453000.0
LD11639,CN1039,Pune,DSA,Home Loan,2026-04-07,True,True,12.0,1315000.0
LD11640,CN1007,Bangalore,DSA,Home Loan,2026-04-03,True,True,15.0,2080000.0
LD11641,CN1035,Hyderabad,Digital Partner,Personal Loan,2026-01-24,True,False,17.0,0.0
LD11642,CN1048,Mumbai,Digital Partner,Home Loan,2026-04-25,True,True,14.0,1491000.0
LD11643,CN1030,Bangalore,Digital Partner,Business Loan,2026-03-09,True,True,16.0,1738000.0
LD11644,CN1015,Pune,Aggregator,Business Loan,2026-04-17,False,False,,0.0
LD11645,CN1017,Hyderabad,Digital Partner,Home Loan,2026-05-10,True,True,6.0,2422000.0
LD11646,CN1012,Hyderabad,Aggregator,Personal Loan,2026-02-24,True,True,7.0,2363000.0
LD11647,CN1054,Delhi NCR,Direct Sales,LAP,2026-01-31,True,True,5.0,955000.0
LD11648,CN1033,Pune,Aggregator,LAP,2026-01-11,False,False,,0.0
LD11649,CN1041,Bangalore,DSA,Personal Loan,2026-04-06,True,True,11.0,1241000.0
LD11650,CN1037,Bangalore,Aggregator,Home Loan,2026-02-06,False,False,,0.0
LD11651,CN1016,Hyderabad,Aggregator,Business Loan,2026-01-13,False,False,,0.0
LD11652,CN1019,Pune,DSA,LAP,2026-03-14,True,True,17.0,55000.0
LD11653,CN1001,Chennai,Digital Partner,LAP,2026-01-18,False,False,,0.0
